Method,Avg Execution Time (s),Avg Step Time (ms),Steps per Second,Success Rate (%),Avg Reward,Memory Usage (MB),Real-time Factor,Relative Speed
MAPPO,1.3655372142791748,0.9752826690673828,1025.3437610618603,0.0,1.1936473846435547,9.20419921875,0.27310744285583494,1.0
MADP,0.7284488064902168,91.0561008112771,1.3727800651059616,0.0,16.242564392089843,160.25400390625,0.14866302173269733,1.0
CLF-QP,4.527818727493286,66.1179609298706,15.124483361800447,0.0,62.60930461883545,8.52255859375,0.9055637454986574,1.0
