Method,Avg Execution Time (s),Avg Step Time (ms),Steps per Second,Success Rate (%),Avg Reward,Memory Usage (MB),Real-time Factor,Relative Speed
MAPPO,0.40189323425292967,0.9245710372924805,1081.5826579733734,0.0,0.5943560600280762,8.88955078125,0.08037864685058593,1.0
MADP,0.38338988167898996,47.92373520987375,2.6083108808732045,0.0,0.9068117141723633,159.97509765625,0.07824283299571223,1.0
CLF-QP,1.13423433303833,16.75245380401611,59.69274780272889,0.0,4.2660675048828125,8.3224609375,0.226846866607666,1.0
