Method,Avg Execution Time (s),Avg Step Time (ms),Steps per Second,Success Rate (%),Avg Reward,Memory Usage (MB),Real-time Factor,Relative Speed
MAPPO,1.175677490234375,0.9343032836914061,1070.3162639534219,0.0,4.176539182662964,9.10537109375,0.235135498046875,1.0
MADP,0.6663277489798409,83.29096862248012,1.5007629526625852,0.0,15.209285354614257,160.17158203125,0.1359852548938451,1.0
CLF-QP,3.938787031173706,57.87934589385986,17.277320338654434,0.0,31.93392128944397,8.38603515625,0.7877574062347412,1.0
